id	1hr	2hr	3hr	4hr	5hr	6hr	7hr	9hr
S3_H_T3178	6.6573	6.1934	6.1343	6.2365	5.3123	4.584	4.7919	2.5867
S3_H_T3183	6.9781	6.432	6.1849	6.7624	6.0123	5.8689	5.1058	2.7386
S3_H_T3184	7.1702	6.432	5.72	5.9395	5.3566	3.9065	3.2849	2.5867
S3_H_T3210	8.3539	7.4304	7.4237	7.2104	6.6691	6.3383	6.0736	4.5375
S3_H_T3215	4.3743	4.4416	5.6498	5.7127	5.2192	5.2276	3.9053	2.6183
S3_H_T3228	2.5867	3.2876	4.5792	5.2148	5.0674	6.0429	3.9053	2.5867
S3_H_T3253	2.5867	2.5867	3.92	4.6813	4.8976	6.0098	3.8314	2.5867
S3_H_T326	5.7617	4.7924	5.72	5.4005	4.8363	4.9058	4.168	3.0016
S3_H_T3260	3.8831	4.9682	6.349	6.331	5.7714	6.107	5.0741	3.5541
S3_H_T3266	6.0493	5.622	6.304	6.2119	5.5216	5.1073	4.7524	2.6797
S3_H_T3268	3.6276	4.5923	6.0276	5.4851	4.8976	4.491	3.9053	2.5867
S3_H_T3269	5.8541	5.4745	5.7539	5.9395	5.4821	5.4416	4.1066	2.5867
S3_H_T3291	5.3606	5.1248	6.7356	6.2607	5.7382	6.1982	5.0741	3.5209
S3_H_T33	4.1	4.5189	6.304	6.6386	6.8965	7.0591	5.8298	3.7951
S3_H_T3309	7.146	6.4714	6.1849	6.462	5.9843	5.671	4.9746	3.3426
S3_H_T332	3.6276	2.6264	5.2358	5.1121	5.56	5.5836	4.5368	3.1821
S3_H_T3320	5.274	5.4352	6.4964	5.7812	6.2186	5.793	4.9746	3.1391
S3_H_T3330	7.0964	7.4203	7.6831	7.4503	7.1188	7.1532	6.0575	3.9275
S3_H_T3331	2.5867	2.5867	4.1409	4.6078	5.5975	5.9758	2.5867	2.7386
S3_H_T3332	4.7401	5.1734	5.7539	5.1121	4.8363	4.6715	4.2268	3.0947
S3_H_T3343	6.4945	6.3707	6.5743	6.7959	6.4202	6.2839	5.8107	4.554
S3_H_T3345	6.6401	6.3497	7.1073	6.8607	6.4202	6.0098	5.0741	3.3426
S3_H_T3350	5.0316	5.5865	5.5759	5.0579	4.4831	5.2842	4.1066	2.6797
S3_H_T3356	6.8342	6.3284	5.882	5.8466	5.5216	4.9762	4.3901	2.6797
S3_H_T3370	2.5867	2.6264	5.0299	5.4434	5.4415	6.3648	4.3377	3.902
S3_H_T3372	5.593	4.9682	5.787	5.2635	5.4821	4.6715	3.6712	2.5867
S3_H_T3374	6.7077	6.8159	7.0674	6.8124	6.7378	6.2559	4.8303	3.5209
S3_H_T3381	6.289	6.3067	5.882	5.7127	5.0674	4.8318	4.2268	2.7952
S3_H_T3390	7.6286	7.1434	6.9407	6.1869	5.8355	4.8318	4.67	2.5867
S3_H_T340	5.1335	5.5502	5.942	5.4851	5.7043	5.7129	4.8678	2.8496
S3_H_T3402	5.6629	5.4745	6.1598	6.0267	5.8665	5.4416	4.6269	3.0489
S3_H_T3404	5.6966	6.4518	7.1332	6.6929	6.6514	5.9055	4.9043	3.6182
S3_H_T343	4.5319	5.4352	6.7013	6.5233	6.1697	6.0753	4.67	3.6182
S3_H_T3433	3.9956	4.3599	5.6133	5.8782	5.4821	6.2559	4.9399	3.0489
S3_H_T3438	4.674	4.9119	5.3729	5.6407	5.6696	5.4905	4.9399	2.9021
S3_H_T3441	7.2174	6.8905	6.8497	6.376	6.0931	5.8315	4.7118	3.1821
S3_H_T3443	2.9208	4.4416	5.6133	6.0547	5.8665	6.4163	5.0085	3.876
S3_H_T3451	6.1741	6.1208	6.8339	6.1614	6.1944	6.0429	4.9399	3.224
S3_H_T3452	6.1741	6.4518	7.1962	7.3747	7.1569	6.6278	5.6043	3.7385
S3_H_T3481	7.68	7.5271	7.5253	7.3296	7.0663	6.8688	6.3231	4.2844
S3_H_T3488	6.6911	6.6367	6.5359	6.7281	6.3117	5.628	5.3894	3.8225
S3_H_T3508	2.6725	3.6038	5.0842	5.565	5.56	5.7129	4.3377	3.4522
S3_H_T351	3.3171	2.882	4.8537	5.1121	5.4821	5.628	4.4407	3.6796
S3_H_T3519	5.941	6.3497	6.371	6.0547	5.5216	5.391	4.168	2.5867
S3_H_T3521	2.5867	3.2876	5.1365	5.4434	5.7382	6.2559	4.2833	3.6492
S3_H_T3524	4.3743	4.4416	5.4981	4.0643	4.6349	5.1073	3.6712	2.5867
S3_H_T3529	4.674	4.5189	5.7539	5.7473	5.9843	4.8318	4.5826	2.5867
S3_H_T3543	2.5867	3.4543	4.5015	5.3106	5.5975	5.4416	3.7535	2.5867
S3_H_T3558	4.3743	4.8534	6.2575	6.6929	7.0119	6.8122	5.6263	4.5375
S3_H_T3570	5.824	5.7874	6.1849	5.9395	5.9266	5.9055	5.0085	3.5865
S3_H_T3583	3.761	4.5923	5.882	5.7127	5.6696	5.628	3.9053	3.3041
S3_H_T3584	5.2287	5.3531	6.7356	6.7281	6.4815	6.5607	5.2825	3.3801
S3_H_T3589	5.941	6.1208	5.851	5.4434	5.2665	5.2276	4.4896	3.7093
S3_H_T3611	6.0493	6.1696	6.2575	5.9092	5.5216	5.391	5.1058	3.3041
S3_H_T3615	6.4945	6.0444	6.1084	5.8143	4.8976	4.491	3.6712	2.5867
S3_H_T3617	5.5197	5.1734	5.9123	5.2635	4.8976	4.491	4.168	2.5867
S3_H_T3618	3.4807	3.863	5.1365	5.5256	5.3123	5.1687	4.1066	2.5867
S3_H_T3620	3.4807	3.863	6.2095	6.6569	7.0796	7.9231	5.8298	5.5124
S3_H_T3623	5.3606	5.622	5.9123	5.2148	4.9564	4.584	3.2849	2.5867
S3_H_T3628	3.6276	3.4543	5.4159	4.8181	5.7714	5.4905	4.3901	3.1391
S3_H_T3630	5.6629	6.0703	5.5375	5.5256	5.4415	3.9065	3.7535	2.5867
S3_H_T3635	5.9962	5.9073	6.7525	6.2365	5.9843	5.8689	4.8303	3.5209
S3_H_T3637	6.9364	6.2398	5.882	5.6407	5.1198	4.491	3.9756	2.5867
S3_H_T3656	5.2287	4.9119	5.1365	5.5256	4.7722	4.7539	3.9756	2.5867
S3_H_T3658	2.6725	4.3599	5.2829	5.5256	5.013	3.5849	2.5867	2.5867
S3_H_T3663	5.6966	5.8486	6.281	6.2845	6.6514	6.0429	5.3894	3.5541
S3_H_T3671	5.0316	5.3947	6.5552	6.4827	6.4202	6.2273	5.1368	4.1607
S3_H_T369	3.9956	4.5923	5.6133	5.0579	5.2192	5.2276	3.7535	2.5867
S3_H_T3702	4.6047	4.9119	6.1849	5.9092	5.9266	5.5836	4.3901	3.1821
S3_H_T3710	5.593	5.1248	5.8194	5.1644	5.013	4.1693	3.9053	2.5867
S3_H_T3717	3.9956	4.2733	5.6133	5.4851	5.5975	5.5378	3.6712	2.5867
S3_H_T3718	4.3743	4.1811	5.72	4.943	4.7722	4.9058	2.5867	2.5867
S3_H_T372	2.5867	2.882	4.7229	4.943	5.0674	5.1687	3.8314	3.3041
S3_H_T3720	5.5197	4.8534	4.9149	4.7513	4.1211	4.1693	3.4909	2.5867
S3_H_T3732	4.8033	5.3531	6.3267	6.1614	6.1944	6.4414	5.5127	4.3234
S3_H_T3733	6.2441	6.3067	6.7356	6.5031	6.334	5.5378	4.7524	3.0947
S3_H_T3744	5.6966	5.9358	6.281	5.6407	5.8665	5.4905	4.4407	2.7952
S3_H_T3755	5.4423	5.5128	5.3286	5.8782	5.56	4.9058	4.2268	2.8496
S3_H_T3756	6.6401	6.3067	6.1084	6.0547	5.8968	5.2842	4.9746	3.487
S3_H_T377	3.1325	3.4543	5.6853	5.6034	5.3123	5.4905	3.9053	2.7386
S3_H_T3770	6.3954	6.018	6.7691	5.9692	5.7382	5.4905	4.2268	3.1391
S3_H_T3785	6.6401	6.7692	6.4558	5.8143	5.5216	4.9058	4.67	2.5867
S3_H_T3790	6.2441	6.5655	6.5163	6.5233	5.9557	6.107	5.2825	3.4522
S3_H_T3796	8.1562	8.1786	8.2853	8.0729	7.4094	7.0752	6.5703	5.3799
S3_H_T3808	5.7617	5.3947	5.787	5.6407	5.013	5.2842	4.0426	3.1821
S3_H_T3813	5.4021	6.0703	6.7186	6.5627	6.7209	6.6708	5.4149	4.0719
S3_H_T3820	6.1741	6.2624	6.7186	6.62	5.7714	5.7129	4.0426	3.0016
S3_H_T3827	3.3171	3.099	5.6133	5.7812	5.7382	5.2842	4.4407	2.5867
S3_H_T3831	4.8033	5.1734	5.4576	5.1121	4.1211	3.7547	2.5867	2.5867
S3_H_T3832	4.4552	4.9682	6.911	6.8447	7.0394	7.3112	5.3369	3.6796
S3_H_T3836	6.0493	5.5128	6.304	5.4434	5.5216	4.6715	3.9053	2.7386
S3_H_T3842	5.4021	5.4352	6.371	6.0267	6.1446	5.4905	5.2545	3.3041
S3_H_T3844	5.6629	5.3102	5.187	5.0579	4.4008	4.491	3.6712	2.6183
S3_H_T3855	5.7932	5.7874	5.72	5.4851	5.1198	4.2847	4.2268	2.5867
S3_H_T3856	5.0835	5.1248	5.5759	4.943	5.0674	4.584	3.7535	2.5867
S3_H_T3860	5.0316	4.5923	5.8194	5.2148	5.2192	5.4416	4.2268	2.5867
S3_H_T3861	5.6966	5.8783	5.5759	4.943	4.9564	4.6715	3.3916	2.5867
S3_H_T3882	5.0316	5.3947	7.146	7.0251	7.2062	7.3382	6.4145	5.4165
S3_H_T3886	6.023	5.622	5.6133	5.1644	4.9564	4.3915	4.2268	3.1821
S3_H_T3888	4.6047	4.4416	5.72	5.7473	4.4831	4.0439	4.0426	2.5867
S3_H_T39	5.0316	5.6567	5.942	5.6771	5.1198	5.2842	4.3901	2.5867
S3_H_T3928	4.1973	4.0827	4.9735	5.3106	4.7052	5.391	4.1066	3.5541
S3_H_T3933	6.289	6.018	6.055	5.8782	5.2192	4.9762	4.8678	3.224
S3_H_T3937	5.5197	5.5128	5.8194	5.4005	5.013	4.7539	3.8314	2.5867
S3_H_T3954	3.3171	4.5923	6.5743	6.398	7.0529	7.5945	5.5819	4.5375
S3_H_T3959	6.2441	6.0444	6.5163	5.9092	5.5975	6.107	4.7524	3.4522
S3_H_T3961	4.6047	4.4416	5.72	5.1644	5.4415	5.391	4.0426	2.5867
S3_H_T3968	6.5508	6.5836	6.5552	6.1869	5.8355	6.0098	5.1058	3.7093
S3_H_T3988	2.5867	2.5867	4.7229	3.1822	4.4831	6.0098	2.7558	2.5867
S3_H_T3996	5.9126	5.4352	5.6133	5.3106	4.9564	4.0439	3.4909	2.5867
S3_H_T4006	5.7295	5.3947	5.0842	4.943	4.4008	3.9065	3.9053	2.5867
S3_H_T401	2.5867	2.5867	3.5083	4.6078	4.8363	5.793	3.5839	2.5867
S3_H_T4017	4.2885	5.1734	5.8194	5.0579	5.2192	5.2842	4.2833	3.0016
S3_H_T4019	6.8342	6.8905	7.4025	7.2713	6.8193	6.6708	5.9568	4.2645
S3_H_T4026	4.922	5.3531	6.055	5.6034	5.3566	4.491	3.7535	2.6797
S3_H_T4032	2.5867	3.2876	5.187	4.943	4.9564	5.7129	3.4909	2.5867
S3_H_T4045	6.8493	6.7532	6.5552	6.2365	5.9843	5.4416	4.9746	3.4166
S3_H_T4048	5.1819	4.4416	5.851	5.6771	5.5216	5.793	3.7535	3.0016
S3_H_T4056	4.6047	5.0744	6.1598	6.331	6.0667	6.0429	5.5362	4.4344
S3_H_T4060	4.5319	3.6038	5.7539	5.3106	5.013	4.9058	4.5368	3.4166
S3_H_T4062	5.593	5.3102	5.2829	5.0016	4.7052	4.3915	4.2268	2.5867
S3_H_T4082	5.1819	4.6621	5.9123	5.4851	5.1704	4.0439	3.9756	2.5867
S3_H_T4087	3.8831	5.3531	5.9996	6.331	6.4815	6.1982	4.6269	3.767
S3_H_T410	6.0493	6.4518	6.5163	6.4827	6.2186	6.1381	5.1058	3.6182
S3_H_T4102	2.9208	4.0827	5.2358	5.4851	5.3566	5.1073	3.2849	2.5867
S3_H_T4106	4.674	5.1734	5.882	5.7812	5.8038	5.7535	4.3377	3.0947
S3_H_T4113	5.4021	5.9073	4.7229	4.0643	4.4831	2.9079	2.7558	2.5867
S3_H_T4116	2.5867	2.5867	2.9301	3.3719	3.4852	5.8689	2.7558	2.5867
S3_H_T4122	4.9778	5.1248	5.7539	5.6407	5.5975	5.2842	4.1066	2.6797
S3_H_T4127	5.318	4.8534	6.0819	5.8466	5.7043	5.2276	4.3901	2.6797
S3_H_T4129	6.7724	6.7209	6.911	6.8607	6.6154	6.4903	5.44	3.7385
S3_H_T4130	5.941	6.4907	6.6838	6.441	5.9843	6.1982	4.9043	3.3041
S3_H_T4133	5.7617	5.1734	5.0299	5.2148	4.7052	4.9762	4.168	3.0016
S3_H_T4139	4.1	4.2733	5.787	5.3563	6.0931	6.1381	4.67	3.6796
S3_H_T4145	5.318	5.0223	5.6498	5.0579	5.3123	4.8318	3.8314	2.5867
S3_H_T4147	7.5752	7.0682	7.0125	6.892	6.2659	5.8689	5.1368	3.6182
S3_H_T4155	5.4423	5.6905	6.5359	5.9692	5.2192	5.0432	3.9053	2.5867
S3_H_T4158	3.9956	4.3599	5.787	6.0547	5.7714	5.9055	4.0426	2.6183
S3_H_T4164	3.6276	4.2733	5.4576	5.6034	5.0674	4.7539	3.3916	2.5867
S3_H_T4176	5.7295	6.3067	6.7525	6.3536	6.2659	6.1381	5.6043	4.0253
S3_H_T4190	6.6401	6.6539	6.7356	6.441	5.9557	5.9758	4.9746	2.7386
S3_H_T4196	5.6966	5.5128	5.4981	5.1644	4.9564	4.6715	4.5826	3.1821
S3_H_T4220	4.3743	4.1811	5.72	4.943	4.7722	4.9058	2.5867	2.5867
S3_H_T4224	5.7295	5.0744	4.7229	4.3615	3.7739	3.1705	2.7558	2.5867
S3_H_T4230	4.1	4.4416	5.3729	5.4851	5.634	5.2842	3.5839	2.5867
S3_H_T4246	5.4815	5.1734	5.2829	5.2148	4.8976	4.491	3.6712	2.5867
S3_H_T4252	6.023	6.0444	6.2575	6.2119	6.1446	5.4416	5.4149	3.9275
S3_H_T4257	3.4807	4.5923	6.0819	6.2119	5.8355	6.1684	4.4407	2.5867
S3_H_T4272	4.1	5.1248	5.787	5.0579	5.0674	4.6715	3.9756	2.5867
S3_H_T4281	2.6725	2.5867	5.4159	5.2635	4.561	6.0098	3.0445	2.5867
S3_H_T4288	6.5323	6.6367	6.5163	6.109	5.9266	5.4416	4.1066	2.9527
S3_H_T429	5.4423	5.3531	5.3286	5.4434	5.634	4.2847	4.4896	2.5867
S3_H_T4298	4.6047	5.0223	5.5375	5.3106	5.3123	5.1687	4.6269	3.224
S3_H_T4321	4.1973	4.0827	5.8194	6.0821	6.2186	6.3648	5.0417	3.4522
S3_H_T4327	2.5867	4.2733	5.787	5.9092	6.1697	6.5141	4.7118	3.6796
S3_H_T4329	6.4557	5.8783	5.0299	5.2148	4.6349	4.3915	3.3916	2.5867
S3_H_T4337	4.6047	4.7288	5.0299	5.6034	4.2205	4.491	4.2268	2.9021
S3_H_T434	6.819	6.5655	6.5743	6.4827	6.4409	5.793	5.1968	4.0253
S3_H_T4347	2.6725	3.2876	5.4159	5.8466	6.0123	6.3648	4.4407	3.1391
S3_H_T4358	2.5867	3.099	4.7229	5.3563	5.634	6.107	4.3377	3.1391
S3_H_T4361	5.5197	5.2661	5.8194	5.7812	5.013	5.4416	4.3377	2.9527
S3_H_T4362	4.922	4.7288	5.6133	5.0016	4.8363	4.2847	3.5839	2.5867
S3_H_T4368	5.0316	5.5128	5.2358	5.6407	5.5975	5.0432	4.6269	2.5867
S3_H_T4372	5.274	5.3102	5.6133	5.2635	5.0674	4.2847	3.0445	2.5867
S3_H_T4375	4.9778	5.5502	5.4981	5.6407	5.56	4.2847	3.8314	2.5867
S3_H_T4378	2.5867	2.6264	5.0842	4.3615	5.6696	6.4163	4.2833	3.0016
S3_H_T439	3.761	4.8534	6.281	5.8466	5.6696	6.0429	5.1368	3.6182
S3_H_T4394	5.318	5.6905	5.4981	4.6078	4.2205	4.0439	3.0445	2.5867
S3_H_T4407	2.9208	3.6038	5.0299	5.2635	5.56	5.391	4.0426	2.5867
S3_H_T4430	6.15	5.6905	6.0276	5.9395	5.8355	5.2842	4.2268	2.5867
S3_H_T4439	5.7295	5.8183	5.5375	4.943	4.7722	3.3925	2.7558	2.5867
S3_H_T4440	3.761	3.977	5.187	5.1121	5.4821	5.8315	4.7919	2.8496
S3_H_T4454	4.8638	4.9119	5.942	5.565	5.0674	4.0439	3.6712	2.5867
S3_H_T4469	3.3171	4.3599	5.187	5.9092	6.0123	5.8315	4.9043	3.0016
S3_H_T4477	6.3325	6.3497	6.6661	6.5031	5.8355	6.0429	5.0741	3.6182
S3_H_T4478	5.7932	6.3707	6.6838	6.5821	5.9266	5.5836	4.9746	3.3041
S3_H_T449	6.0751	5.8486	6.0276	6.0547	5.4821	5.0432	4.3377	3.1821
S3_H_T4493	2.5867	2.5867	4.6528	4.2691	4.4008	5.7129	4.1066	2.5867
S3_H_T4495	6.3325	6.6367	6.9554	6.8447	6.5784	6.3383	5.4149	3.6492
S3_H_T4499	4.1973	4.7924	6.2095	6.7106	5.9557	6.7127	4.8303	3.6492
S3_H_T4502	3.1325	4.4416	5.6133	5.2148	5.3997	4.9762	3.8314	2.5867
S3_H_T4507	6.6401	6.4118	7.2085	6.7624	6.3778	6.2273	5.7518	4.0719
S3_H_T4514	5.3606	5.9911	5.851	5.2148	4.1211	4.2847	3.4909	2.5867
S3_H_T4515	2.5867	4.6621	5.6853	5.8782	5.3123	6.3114	4.2833	2.5867
S3_H_T4548	5.4021	5.6567	5.9996	5.8466	5.8968	5.628	4.7919	3.4166
S3_H_T4555	4.4552	4.6621	5.6498	5.4851	5.5975	5.628	4.3901	2.6183
S3_H_T4577	6.1255	6.0444	5.7539	5.4851	4.7722	3.5849	3.0445	2.5867
S3_H_T4578	6.6743	6.6367	6.5359	6.376	5.8665	5.2842	5.1058	2.9021
S3_H_T4581	3.761	3.2876	4.6528	4.943	5.1198	5.0432	3.9053	3.6182
S3_H_T4630	3.761	4.9119	6.281	6.3536	6.2186	6.107	5.0417	3.7385
S3_H_T4640	6.6743	6.4118	6.8959	6.5627	5.9266	5.671	4.3377	2.9021
S3_H_T4664	3.1325	2.6264	5.2829	5.6034	5.3566	6.107	5.0741	3.7385
S3_H_T4670	4.922	5.4745	6.911	6.9074	6.8965	6.9584	5.6904	4.117
S3_H_T4678	3.1325	3.6038	5.2829	5.2635	5.3997	5.671	4.4407	3.3041
S3_H_T4690	3.3171	3.7392	5.2829	5.3563	5.4415	4.8318	3.9756	3.2646
S3_H_T4695	5.9689	5.7235	5.7539	5.2635	5.0674	4.7539	3.9053	2.5867
S3_H_T4700	4.9778	5.2661	5.851	5.565	5.013	4.1693	3.3916	2.5867
S3_H_T4707	5.1819	5.4745	5.6133	6.1869	5.3566	4.9058	4.2268	2.5867
S3_H_T4714	5.318	5.6567	5.9996	5.6407	5.6696	5.1687	4.7524	3.3426
S3_H_T4717	5.318	4.9682	6.2095	5.9092	5.3997	5.7129	4.3377	2.5867
S3_H_T4721	2.5867	2.5867	4.4195	5.0016	5.3123	5.8315	3.4909	2.5867
S3_H_T4729	5.1819	5.8783	6.304	6.2845	5.8355	5.7535	5.44	3.876
S3_H_T4739	5.7617	5.6905	5.882	5.3106	5.3566	4.6715	3.9053	2.5867
S3_H_T4764	5.5568	6.1208	6.7525	6.5431	6.3991	5.9758	4.9043	3.0947
S3_H_T4771	2.5867	2.5867	3.659	4.0643	4.4831	6.1684	3.8314	2.9527
S3_H_T4772	4.922	5.4352	6.349	6.462	6.3117	6.4414	5.6263	3.7951
S3_H_T4773	3.6276	4.7288	6.2337	5.9395	6.5784	6.8871	5.6263	4.117
S3_H_T4774	3.6276	3.4543	5.187	5.0016	5.5216	5.1687	3.8314	2.5867
S3_H_T4777	5.274	5.5865	5.5759	5.2635	4.8976	4.7539	4.0426	2.5867
S3_H_T4793	2.5867	2.5867	4.7898	4.6813	4.4831	5.2276	3.4909	3.224
S3_H_T4800	6.7565	6.5836	6.349	5.9982	6.1944	5.8315	5.3369	3.6182
S3_H_T4814	6.0493	5.8783	6.0819	6.3536	5.634	5.5836	4.9043	2.7952
S3_H_T4827	5.6629	5.1248	5.3286	5.0016	4.8363	4.7539	4.2833	3.0016
S3_H_T4828	3.8831	3.977	5.4981	5.6771	5.3997	5.0432	3.5839	2.5867
S3_H_T4837	3.3171	3.099	5.3729	5.5256	5.7382	6.2559	4.4896	3.0489
S3_H_T4857	6.3954	6.2624	6.911	6.5627	6.4815	5.7535	4.67	2.9021
S3_H_T4859	4.8638	4.7924	6.2095	6.0547	5.8665	5.3386	4.3377	2.5867
S3_H_T4869	7.1702	7.7439	8.554	8.4015	8.4093	8.4161	7.9434	7.1252
S3_H_T4874	5.4423	6.0444	6.1343	6.0821	5.5975	5.5378	4.4407	2.5867
S3_H_T4879	5.1819	5.622	6.1343	6.109	6.0123	5.5378	4.7524	2.9021
S3_H_T4880	2.5867	2.5867	4.0346	4.5303	5.4821	6.5607	3.2849	3.1821
S3_H_T4883	2.5867	3.4543	5.4159	5.6407	5.2665	5.0432	3.4909	2.5867
S3_H_T489	3.1325	3.7392	5.9711	5.8782	6.0931	6.8313	5.3369	3.9772
S3_H_T4919	3.6276	4.5189	7.1332	7.4076	7.787	8.6654	6.9391	6.1057
S3_H_T4926	5.8837	5.0744	5.787	5.0579	4.6349	3.3925	3.1697	2.5867
S3_H_T4928	4.9778	5.2661	6.4351	6.5431	6.289	6.9584	5.648	4.8225
S3_H_T4935	6.6227	6.8159	6.7856	6.62	6.1697	5.9411	4.7524	3.5865
S3_H_T4939	6.7565	6.8462	7.9028	7.7529	7.5208	7.7126	6.7313	5.3519
S3_H_T4940	5.824	5.7235	5.7539	5.2148	5.4821	5.1687	4.2268	2.8496
S3_H_T4942	6.605	6.6015	6.5743	6.7281	6.3991	6.5834	5.6904	3.5865
S3_H_T4944	5.4815	5.4352	5.1365	5.0579	5.5216	4.0439	4.2268	2.7386
S3_H_T4953	5.824	5.8486	5.851	5.3106	5.2665	4.6715	4.3901	2.9021
S3_H_T4961	5.4021	4.9119	5.72	5.6034	4.7052	5.4905	4.168	2.5867
S3_H_T4964	5.941	5.8486	6.0819	5.8782	5.9557	5.1073	4.7524	3.1821
S3_H_T4969	5.9962	5.8486	6.0276	5.4005	4.8363	5.1687	3.2849	2.5867
S3_H_T4978	2.5867	2.6264	4.1409	3.9499	5.1704	5.7129	2.7558	2.5867
S3_H_T4980	6.4945	6.5286	6.4558	6.2845	5.1198	4.6715	3.3916	2.7952
S3_H_T4984	5.274	5.622	5.4981	5.0579	5.013	4.8318	3.4909	2.5867
S3_H_T4993	4.3743	5.1248	5.3286	5.4005	5.4821	5.2842	4.67	2.7952
S3_H_T5016	6.5323	6.0703	5.5759	5.6407	5.3566	5.3386	4.8303	2.5867
S3_H_T5031	5.7617	5.7558	6.1343	5.4434	5.1198	4.3915	4.4407	2.5867
S3_H_T5044	4.4552	4.3599	5.72	6.3079	6.1697	6.107	4.5826	3.2646
S3_H_T5051	3.4807	3.863	5.5375	5.6407	5.7714	5.391	4.1066	2.5867
S3_H_T5058	4.2885	4.2733	5.4159	5.4434	5.4415	5.2276	4.5368	2.9527
S3_H_T5061	2.5867	2.5867	4.5015	5.1644	4.7722	5.793	3.3916	2.5867
S3_H_T5086	5.2287	5.4745	6.0819	6.0267	5.3566	5.2276	4.0426	2.7952
S3_H_T5087	6.8935	6.7532	6.8339	6.6012	6.3117	6.3908	5.9394	4.0015
S3_H_T5113	6.0751	5.7874	6.371	6.2365	6.2659	6.1684	5.0741	3.1821
S3_H_T5132	5.941	5.7235	6.1343	6.2119	5.7382	5.2276	4.2833	2.5867
S3_H_T5134	4.6047	4.2733	5.6133	5.1121	5.0674	4.7539	3.3916	2.5867
S3_H_T5142	5.5568	5.8183	6.8497	6.7453	6.6514	6.9927	6.1516	4.2239
S3_H_T5145	4.8638	5.2205	5.5375	5.1121	4.7722	5.2276	3.9053	2.5867
S3_H_T515	3.4807	4.5189	5.6133	5.9395	6.0397	5.9411	4.4896	3.3041
S3_H_T5151	6.4358	6.4518	6.7856	6.2607	6.2659	5.7535	5.226	3.487
S3_H_T5161	2.5867	3.863	5.3286	5.2148	5.9266	6.3908	4.67	3.4166
S3_H_T5163	5.3606	5.7874	6.0819	5.6034	6.0667	5.4905	4.4896	2.5867
S3_H_T5168	3.761	4.7924	5.3286	6.1354	4.7722	4.8318	3.1697	2.5867
S3_H_T5182	2.6725	3.4543	4.8537	5.5256	5.0674	5.628	3.6712	2.5867
S3_H_T5184	5.9689	5.6567	6.4763	5.9982	5.8968	5.9758	4.9399	3.4166
S3_H_T5199	3.8831	4.2733	6.7856	7.0109	7.2062	7.4537	5.9912	4.4165
S3_H_T520	2.5867	2.5867	3.5083	3.9499	4.0144	5.8315	2.5867	2.5867
S3_H_T5206	6.2667	5.8783	6.5359	6.5233	6.0931	6.4163	4.9746	3.0489
S3_H_T5214	2.9208	4.4416	5.6853	4.8181	5.3997	5.391	4.2268	3.1391
S3_H_T5221	5.3606	5.5128	5.2358	4.6078	5.1198	3.7547	3.1697	2.5867
S3_H_T5225	2.5867	2.882	4.5792	5.0579	5.8968	6.7732	5.2545	4.2239
S3_H_T5237	2.6725	2.5867	5.5375	5.4851	6.3117	6.0753	4.7524	4.139
S3_H_T5246	6.7077	6.2168	6.2095	6.462	6.1191	5.8689	5.1671	3.2646
S3_H_T5247	2.5867	2.5867	5.2358	5.3563	5.3566	6.3648	4.3901	3.1391
S3_H_T5249	5.4021	5.7235	6.6118	6.2845	5.8665	5.2276	4.7524	3.224
S3_H_T5269	6.023	5.8783	6.055	6.0267	5.7714	5.5378	4.3901	2.6797
S3_H_T5272	3.9956	4.5189	5.7539	5.0016	5.3997	5.4905	4.8678	4.0253
S3_H_T5274	6.8342	7.294	7.962	7.8518	7.8963	7.5022	6.6369	5.0134
S3_H_T5304	4.3743	4.7924	5.5759	5.565	5.3123	5.2276	4.1066	3.1821
S3_H_T5314	3.761	3.099	5.0842	4.7513	4.8363	4.2847	3.9053	3.5209
S3_H_T5346	5.1819	5.3947	5.0299	4.6813	4.3134	4.584	3.4909	2.5867
S3_H_T535	3.4807	3.7392	5.4159	5.4434	5.2665	5.5836	4.2268	3.5209
S3_H_T5351	6.908	6.4714	5.7539	5.7812	5.1704	5.0432	3.5839	2.9527
S3_H_T5361	6.5508	6.2168	5.8194	5.7127	5.5975	4.2847	4.7118	2.7386
S3_H_T5371	6.6573	6.8462	7.1073	6.7959	6.6866	6.1982	4.7919	3.6182
S3_H_T5372	6.2212	5.8486	5.7539	5.9395	5.4415	4.8318	4.168	2.5867
S3_H_T539	5.7617	6.1696	6.055	5.8466	5.634	5.4416	4.7524	3.3426
S3_H_T5396	4.7401	4.5923	5.6853	4.6813	3.6367	2.5867	3.1697	2.5867
S3_H_T5413	6.5323	6.2624	6.6482	6.3079	5.3997	5.671	5.1368	3.3041
S3_H_T5417	5.8837	5.9358	6.9407	7.1207	7.1316	7.0591	6.5703	5.3983
S3_H_T5426	4.4552	4.7924	5.4159	5.3106	5.4415	5.628	2.7558	2.5867
S3_H_T5432	5.4021	4.9682	4.6528	4.2691	3.6367	2.5867	2.7558	2.5867
S3_H_T5446	6.5323	5.6567	5.942	5.6407	4.8976	4.9058	4.2268	2.9527
S3_H_T5454	4.3743	4.7924	5.3729	5.9092	5.4821	5.3386	4.2833	2.5867
S3_H_T5459	3.761	4.2733	5.5375	5.4434	5.1704	6.0429	4.4896	3.1821
S3_H_T5472	5.824	6.0703	5.6853	4.5303	3.6367	2.9079	2.5867	2.5867
