id	1hr	2hr	3hr	4hr	5hr	6hr	7hr	9hr
S1_L_T23222	3.3171	2.5867	5.4981	6.0547	5.7043	6.3114	4.4896	3.5865
S1_L_T2323	5.6629	5.1734	5.6133	5.2635	5.1704	4.584	3.1697	2.5867
S1_L_T23257	4.9778	5.0223	5.6133	5.4005	5.3123	5.671	4.7118	3.1821
S1_L_T23269	4.9778	5.1734	5.4981	5.5256	4.8363	4.1693	4.2268	2.9021
S1_L_T23270	4.6047	5.8183	5.4576	5.2635	4.7722	4.2847	3.6712	2.5867
S1_L_T23302	4.5319	5.0223	5.6498	5.6034	5.3997	5.5378	4.7919	2.6797
S1_L_T23319	7.2404	6.7044	6.6661	6.2845	5.4415	4.9058	4.67	2.8496
S1_L_T23328	8.1007	7.5732	7.4131	7.1599	6.7209	6.1381	5.5362	3.7951
S1_L_T23329	6.1005	5.9073	6.1084	6.2119	5.4821	5.391	4.7118	2.9021
S1_L_T2335	4.674	4.3599	5.2358	5.2635	5.634	5.3386	4.3377	3.2646
S1_L_T23364	5.0316	5.9637	5.5375	5.9092	5.3123	5.3386	4.5826	3.5865
S1_L_T23365	5.5568	5.7558	5.7539	5.6034	5.4415	5.4416	4.7919	2.6797
S1_L_T23372	4.674	4.9682	5.4981	4.5303	4.561	2.5867	2.5867	2.5867
S1_L_T23381	5.4815	5.2205	5.0299	4.7513	4.7722	4.1693	3.9756	2.5867
S1_L_T23382	6.8342	6.8759	7.2565	7.3181	7.1316	6.8122	6.4145	4.9274
S1_L_T23390	5.7295	5.7235	6.414	5.8143	5.1198	4.491	4.2268	2.5867
S1_L_T23397	5.0835	4.9682	5.9996	6.331	5.8665	4.9058	3.8314	2.9021
S1_L_T23399	5.274	5.1734	5.6133	5.1644	5.2192	4.0439	3.5839	2.5867
S1_L_T2340	4.674	4.5189	5.5375	5.1121	4.3134	4.6715	2.7558	2.5867
S1_L_T23411	5.8541	5.5865	5.5759	5.2635	5.2192	4.6715	3.9756	2.5867
S1_L_T23416	5.6629	5.5502	5.5759	5.1121	4.2205	3.7547	3.0445	2.5867
S1_L_T23421	6.8342	6.6192	6.6482	6.0547	6.3117	5.2276	5.2545	3.487
S1_L_T2343	4.5319	4.6621	5.6133	5.3563	5.3123	4.9058	4.0426	2.5867
S1_L_T23438	2.5867	4.0827	5.1365	5.0016	4.9564	5.8689	3.8314	3.7093
S1_L_T23441	5.3606	5.3947	5.2829	4.6813	4.4008	4.3915	4.1066	2.5867
S1_L_T23457	4.674	4.9119	5.851	5.2635	4.8976	3.9065	3.2849	2.5867
S1_L_T23461	5.8837	5.2205	4.7898	4.8819	4.8363	3.5849	3.3916	2.5867
S1_L_T23463	5.6284	5.0744	4.0346	2.9637	3.4852	2.5867	2.5867	2.5867
S1_L_T23465	5.4423	5.3531	5.5759	5.4434	4.8363	5.5378	4.0426	2.6797
S1_L_T23469	2.5867	2.5867	4.2398	5.1644	5.1198	5.9758	3.9053	2.6797
S1_L_T23473	5.7617	5.622	5.4576	5.2148	4.7722	4.2847	4.168	2.5867
S1_L_T23474	5.941	5.622	5.4576	5.2148	4.2205	4.3915	4.1066	2.5867
S1_L_T23479	5.6629	6.0958	5.6133	5.3106	5.3997	4.2847	4.3377	2.5867
S1_L_T23489	5.593	5.2661	5.3286	5.1121	4.8363	4.584	3.1697	2.5867
S1_L_T23492	4.922	4.5189	5.5375	5.1121	4.561	4.9762	4.168	3.3426
S1_L_T23498	5.7932	6.1454	6.0276	5.7812	5.7382	5.2276	5.226	3.224
S1_L_T23514	4.8033	4.7288	6.2575	6.2607	5.8355	6.2273	5.4646	4.304
S1_L_T23516	7.6286	7.4403	7.1073	6.5627	5.8665	5.2276	4.7919	3.4522
S1_L_T23517	5.824	5.8783	6.5552	6.2365	6.3561	5.9411	4.67	3.0016
S1_L_T2352	4.2885	4.6621	6.1849	5.9692	5.4415	5.1687	3.4909	2.5867
S1_L_T23530	5.274	5.0223	5.8194	5.0579	4.9564	5.1073	4.3377	2.6183
S1_L_T23531	3.4807	4.4416	5.3729	5.6034	5.3566	5.1687	4.6269	3.0947
S1_L_T23537	4.1	4.5923	5.882	5.7812	5.4415	5.3386	3.7535	2.5867
S1_L_T23547	5.7295	6.0703	6.9407	6.8286	6.4815	6.2839	5.3634	3.3801
S1_L_T23551	5.4815	5.0744	5.0299	4.7513	4.8363	4.6715	3.9053	2.5867
S1_L_T23565	3.1325	2.6264	4.9735	4.7513	3.8992	4.9762	4.0426	3.876
S1_L_T23569	5.4021	5.4352	5.9711	6.1354	6.0931	5.4416	5.0085	3.9772
S1_L_T23611	6.2441	5.9358	5.187	5.4005	5.013	4.584	4.5368	2.5867
S1_L_T23613	2.9208	4.0827	5.3286	5.4005	5.8968	5.7129	4.7118	3.3426
S1_L_T23638	4.3743	5.1248	5.9711	5.9982	5.634	5.9411	4.3901	2.6183
S1_L_T2364	4.2885	4.2733	6.0819	6.0821	5.9266	5.5836	4.6269	2.5867
S1_L_T23650	3.6276	4.2733	5.3286	4.8181	5.3123	5.391	4.9746	3.767
S1_L_T23652	4.1	4.7924	5.4981	5.3106	4.8363	5.0432	3.9053	2.5867
S1_L_T23659	4.1	4.8534	4.7898	5.6034	4.561	4.2847	3.5839	2.5867
S1_L_T23660	4.8638	5.3947	5.4159	5.6407	4.8976	3.7547	3.0445	2.5867
S1_L_T23665	6.8342	6.9476	7.4549	7.1727	7.1941	7.4035	6.5816	5.3137
S1_L_T23675	4.3743	5.1248	6.3267	6.62	6.8034	6.1684	5.5819	4.7384
S1_L_T23685	6.4752	6.6192	7.1713	7.1469	7.1941	6.9053	6.363	5.1389
S1_L_T23716	4.7401	4.9682	5.6498	5.8782	5.8355	5.7535	4.67	3.0016
S1_L_T23724	2.5867	2.5867	4.1409	4.6078	5.56	7.4035	3.2849	3.4522
S1_L_T23732	7.4623	7.4892	7.5055	7.0805	6.8193	6.2273	6.0736	4.1607
S1_L_T23741	5.4423	5.622	5.6853	5.4005	5.1704	4.584	3.5839	2.5867
S1_L_T23743	3.1325	4.9119	5.942	5.6771	6.3561	5.9758	4.5368	3.8495
S1_L_T2376	3.8831	4.3599	5.6498	5.7812	4.7722	4.6715	3.0445	2.5867
S1_L_T23760	6.6743	6.6367	6.5163	5.7127	4.9564	4.584	3.9756	2.8496
S1_L_T23769	3.3171	3.4543	4.8537	3.9499	5.3123	4.9762	4.5826	3.224
S1_L_T2377	6.5135	6.1934	6.6482	6.1354	6.5784	5.8689	5.2825	2.7952
S1_L_T23791	6.023	5.6567	6.304	6.0547	5.9557	5.7129	5.1671	3.4166
S1_L_T23794	5.6629	5.3102	5.1365	4.5303	3.6367	3.7547	3.5839	2.5867
S1_L_T23799	4.1	4.7924	5.1365	5.6771	4.9564	4.6715	3.0445	2.5867
S1_L_T238	4.922	5.5865	5.7539	5.8143	5.7382	5.2842	4.5368	3.6182
S1_L_T23808	4.8638	4.8534	5.7539	5.6034	4.8976	4.6715	3.8314	2.5867
S1_L_T23813	7.2404	7.5177	7.337	7.1599	6.7209	6.4903	6.1667	4.7811
S1_L_T23825	5.4815	4.9682	4.8537	4.6078	3.4852	2.5867	2.5867	2.5867
S1_L_T23830	2.5867	2.5867	4.1409	4.7513	5.2665	6.107	3.8314	2.5867
S1_L_T23841	7.7933	7.3794	7.6017	6.9527	6.5014	6.4661	5.8486	4.117
S1_L_T23845	3.4807	3.6038	5.5375	6.1354	5.7043	6.0753	4.4407	3.2646
S1_L_T23865	3.761	4.4416	5.72	5.2148	4.4008	4.6715	2.5867	2.5867
S1_L_T23867	4.1973	4.9119	5.4576	5.3106	5.3123	5.3386	4.168	3.1391
S1_L_T23877	6.8642	6.7209	7.4025	7.2472	7.2183	7.1379	6.2256	4.6795
S1_L_T23879	5.6966	5.8183	5.1365	4.3615	3.4852	4.491	3.5839	2.5867
S1_L_T23886	5.6629	5.5865	5.3729	5.4005	5.1704	4.7539	5.0741	3.9275
S1_L_T23887	8.7645	8.4884	8.439	7.9885	7.787	7.1379	6.7415	5.2942
S1_L_T23899	3.4807	4.7288	5.8194	5.3563	5.1198	4.8318	4.5368	3.2646
S1_L_T239	6.4557	6.1454	6.371	5.7127	5.4821	5.8315	5.31	3.9772
S1_L_T23902	5.7295	5.4745	5.9123	5.0579	5.0674	4.8318	3.1697	2.5867
S1_L_T23906	5.4815	5.5502	5.9123	5.6407	5.1198	5.1073	4.7118	3.5209
S1_L_T23914	5.8541	5.7558	5.5375	5.2148	4.561	4.2847	3.7535	2.5867
S1_L_T23925	5.3606	5.7235	5.5759	6.0821	5.1704	5.5836	5.0085	2.7952
S1_L_T23958	6.0751	5.8486	5.4981	5.565	5.1704	4.491	3.3916	2.5867
S1_L_T23961	5.9126	4.6621	5.3729	4.7513	4.9564	3.9065	3.6712	2.5867
S1_L_T23962	3.9956	4.5189	5.787	5.6771	5.7714	5.5836	4.5826	2.5867
S1_L_T23969	4.5319	4.4416	5.4576	4.5303	5.3123	4.584	3.3916	2.5867
S1_L_T23973	5.9126	5.7558	5.8194	5.4851	5.1198	4.9762	4.5826	2.5867
S1_L_T23975	6.1255	5.7558	6.304	6.2845	5.3566	5.8315	5.0417	3.767
S1_L_T23976	5.6284	4.4416	4.7229	5.2148	4.561	4.1693	3.2849	2.8496
S1_L_T23981	5.7932	5.6567	5.4159	5.0016	5.1198	4.6715	3.8314	2.5867
S1_L_T23986	3.8831	3.7392	5.2358	5.7127	5.3123	4.9058	4.4896	2.6797
S1_L_T23998	5.1819	5.3947	5.4981	5.4005	4.3134	4.0439	3.8314	2.5867
S1_L_T2401	6.0493	5.9358	6.818	6.5031	6.8351	6.5141	5.6904	4.304
S1_L_T24012	2.9208	3.4543	4.9735	5.6034	5.3566	6.0753	4.3377	3.0947
S1_L_T24013	5.9962	5.6905	6.055	5.8782	5.8038	5.0432	4.8303	3.0016
S1_L_T24042	5.593	5.9358	6.2095	5.8143	6.0397	4.9058	4.4896	2.5867
S1_L_T24049	5.8541	4.4416	5.187	5.3563	4.9564	4.584	3.8314	2.5867
S1_L_T24057	5.4021	5.7235	5.8194	5.1121	4.8363	4.584	4.1066	2.5867
S1_L_T24062	6.9223	6.4518	6.7356	6.5627	6.0123	5.9411	5.8672	3.6182
S1_L_T24073	5.1335	4.9119	6.1343	6.5031	6.4202	6.0098	4.6269	3.0016
S1_L_T2408	2.5867	3.863	5.0842	5.4851	5.5975	4.8318	3.8314	2.5867
S1_L_T24086	5.4815	4.9119	5.8194	5.3106	4.7052	4.584	3.7535	2.5867
S1_L_T24092	4.3743	5.5502	5.72	5.5256	4.8363	5.1687	4.1066	3.0016
S1_L_T2412	3.3171	3.099	4.9735	4.943	5.2192	5.7535	3.9756	2.7386
S1_L_T24123	5.4021	4.7288	5.6133	5.565	4.8363	4.3915	3.5839	2.5867
S1_L_T24128	4.7401	5.9358	6.2337	6.3536	6.9408	7.2837	5.7112	3.9275
S1_L_T24160	7.5104	7.294	7.7092	7.7271	7.5305	7.5491	6.82	5.7092
S1_L_T24161	5.6284	5.7235	5.0842	4.8819	4.6349	4.9058	4.2268	2.7952
S1_L_T24163	6.7881	6.9193	7.0264	7.1727	7.0119	6.5834	5.9394	3.7951
S1_L_T24164	5.4815	5.6905	5.851	5.7127	5.5216	5.0432	4.67	2.8496
S1_L_T24180	6.5872	6.0444	6.1849	5.8143	4.7722	3.1705	2.5867	2.5867
S1_L_T24189	6.8789	6.2624	6.5743	6.1614	5.8968	5.2842	4.4896	3.1821
S1_L_T2419	2.5867	2.882	4.5792	5.3563	5.1198	5.7129	3.9756	3.0016
S1_L_T24196	5.5197	5.5502	5.9711	5.4434	4.2205	5.1073	4.168	2.6797
S1_L_T24218	5.3606	5.6567	5.9123	5.4434	5.3566	5.2276	4.9043	3.1391
S1_L_T24221	2.5867	2.5867	4.6528	5.1121	5.7382	6.7331	4.3901	3.3426
S1_L_T24227	5.8837	5.7874	5.9711	4.7513	4.8363	3.3925	2.5867	2.5867
S1_L_T24229	5.4423	5.6905	5.9123	5.4434	5.5216	5.4905	4.7524	2.5867
S1_L_T24236	4.6047	4.2733	5.787	5.2148	5.3997	5.9758	4.4407	3.3041
S1_L_T24242	6.4945	6.0958	6.1849	5.8466	5.6696	5.0432	4.1066	2.7386
S1_L_T24246	3.6276	4.6621	5.4159	5.6034	5.3566	4.2847	3.5839	2.5867
S1_L_T24266	6.6227	6.8159	7.28	7.2104	6.771	6.4661	5.5592	3.8225
S1_L_T24270	6.5872	6.7209	7.0674	6.9966	6.8661	6.6708	5.9037	4.6644
S1_L_T24274	4.5319	5.1734	5.6853	6.0821	5.9266	5.793	4.9746	3.0947
S1_L_T24284	4.9778	4.9119	5.5759	5.565	5.634	4.9058	4.5826	3.0947
S1_L_T24285	5.0316	5.2661	6.2575	5.8782	5.9843	5.2276	5.2545	4.0719
S1_L_T24292	7.0837	6.5472	6.7856	6.5031	6.2425	5.5836	4.168	2.6183
S1_L_T24300	5.318	5.0223	5.787	6.0547	5.7714	5.4905	4.5368	2.5867
S1_L_T24310	5.5197	5.5865	5.9996	5.7812	5.3123	4.8318	3.4909	2.5867
S1_L_T24316	6.1978	6.0444	5.9711	5.6034	5.5216	5.3386	4.5368	2.5867
S1_L_T2433	5.3606	4.8534	5.3286	5.4851	4.7722	3.9065	3.9053	2.5867
S1_L_T24330	3.9956	5.1734	5.6853	5.7812	5.2665	5.671	3.7535	2.9021
S1_L_T24331	2.6725	3.977	4.9735	5.7812	5.2192	5.5378	4.3377	2.6797
S1_L_T24385	5.7617	5.7874	5.882	5.7127	5.3997	5.4905	4.168	2.9021
S1_L_T2439	3.6276	2.882	5.3729	5.3563	5.3123	6.1982	5.2545	3.6492
S1_L_T24394	6.3538	5.9358	6.9407	6.109	5.3123	5.4416	4.5368	2.5867
S1_L_T24397	7.9827	7.7836	7.7518	7.3296	7.2062	6.7732	6.2541	4.6337
S1_L_T24417	5.5568	5.2661	4.8537	5.1644	4.1211	3.3925	3.1697	2.5867
S1_L_T24421	2.5867	2.5867	4.9149	5.565	5.3123	6.0429	3.2849	2.8496
S1_L_T24436	2.5867	2.5867	4.4195	4.1703	5.0674	5.8689	2.5867	2.5867
S1_L_T24438	7.109	6.9889	6.8807	6.6012	6.1697	5.8315	5.4149	3.7385
S1_L_T24450	4.4552	5.1248	5.787	5.6771	5.6696	4.6715	4.1066	2.7952
S1_L_T24466	4.1	4.9682	6.1343	6.2845	6.2659	6.6919	5.0417	3.3426
S1_L_T24470	2.5867	2.6264	4.5015	5.2635	5.8968	6.1684	4.0426	2.7386
S1_L_T24478	3.9956	3.7392	5.851	5.6407	4.9564	5.4416	4.4407	2.9527
S1_L_T24501	5.318	5.0744	5.6133	5.1644	4.9564	4.584	3.1697	2.5867
S1_L_T24502	7.194	6.2398	6.5932	6.1614	5.7714	5.3386	4.8303	2.7952
S1_L_T24519	5.7295	5.7874	6.1849	5.6771	5.8355	5.793	4.7118	3.224
S1_L_T24524	5.593	4.5189	4.8537	5.1121	3.6367	3.7547	2.5867	2.5867
S1_L_T24525	5.5568	5.8783	6.2095	5.9982	5.4415	4.9058	4.8303	2.6183
S1_L_T24553	6.15	5.2205	5.3286	4.8819	4.7722	4.3915	3.6712	2.5867
S1_L_T2456	4.9778	4.7924	5.72	5.2635	4.8363	4.584	4.0426	2.5867
S1_L_T24576	5.4423	4.7924	5.882	5.0579	4.4831	4.0439	3.3916	2.5867
S1_L_T2459	4.3743	5.3102	6.2575	6.0547	5.8665	5.671	4.4896	2.9021
S1_L_T24590	5.1335	4.3599	5.4576	5.4005	4.6349	4.584	3.0445	2.5867
S1_L_T24591	5.6966	5.0223	5.5375	5.7127	5.3123	4.491	3.6712	2.5867
S1_L_T24594	4.2885	4.7288	5.787	6.0547	5.3566	5.3386	4.2268	2.5867
S1_L_T24598	5.9962	6.3914	7.2085	7.2713	6.9408	6.9232	6.1053	4.5208
S1_L_T246	5.318	5.1248	5.5759	5.6034	4.7722	5.1073	3.2849	2.5867
S1_L_T24611	6.8036	6.2848	6.281	5.7127	5.2192	4.491	3.8314	2.5867
S1_L_T24618	5.274	5.4352	5.0842	5.1644	4.7722	4.1693	2.5867	2.5867
S1_L_T24627	4.9778	5.2661	6.3927	5.6771	6.1446	5.671	4.2833	2.5867
S1_L_T24632	5.318	5.2661	5.72	5.3106	5.1704	4.0439	3.0445	2.5867
S1_L_T24635	5.593	4.9119	4.9149	4.8819	4.2205	3.1705	3.2849	2.5867
S1_L_T24641	5.4815	5.3531	5.4576	4.7513	4.7052	4.2847	3.7535	2.5867
S1_L_T24650	5.4815	5.622	5.72	5.1644	4.9564	4.8318	3.9053	2.5867
S1_L_T24652	3.4807	3.2876	4.9149	4.6813	5.013	5.7535	3.1697	2.5867
S1_L_T24653	3.761	3.6038	5.4576	5.7127	5.7043	5.7535	4.8303	3.4166
S1_L_T24659	6.1005	5.9911	6.281	5.4434	5.7043	4.491	2.7558	2.5867
S1_L_T24666	2.5867	2.882	5.4981	5.2148	5.5216	6.107	4.5826	3.5541
S1_L_T24668	2.5867	2.5867	4.1409	2.9637	4.4831	5.8689	2.9073	2.6183
S1_L_T24672	2.5867	2.5867	4.4195	4.0643	5.56	6.2273	3.9053	3.3801
S1_L_T24675	3.8831	4.9682	5.7539	5.7812	5.1704	5.4416	4.7118	3.7951
S1_L_T24680	5.1819	5.4745	5.2358	5.0579	5.013	4.7539	4.2833	2.5867
S1_L_T24681	6.3109	5.9358	5.6498	4.6078	3.1238	3.1705	2.5867	2.5867
S1_L_T24683	5.5568	5.9073	6.1849	6.675	6.3778	6.1684	5.2545	4.1607
S1_L_T2469	6.9505	6.3914	6.6118	6.1614	5.6696	5.4416	4.9399	2.5867
S1_L_T24698	6.8493	6.1454	6.4558	5.8782	5.3123	5.1073	4.3901	2.6183
S1_L_T24711	5.0316	4.7288	5.9711	5.9395	5.5975	4.9762	4.8678	2.9021
S1_L_T24712	4.922	5.3947	5.942	5.2148	4.4831	4.0439	2.7558	2.5867
S1_L_T24725	5.593	4.7288	5.0842	3.9499	3.6367	3.1705	3.0445	2.5867
S1_L_T24728	2.6725	3.977	5.2358	6.2119	6.0931	7.0911	5.1968	4.4869
S1_L_T24729	2.6725	4.0827	5.8194	5.6407	6.0931	5.628	4.168	2.6797
S1_L_T24743	3.6276	3.6038	5.0299	5.8782	5.3123	5.5836	4.0426	2.7952
S1_L_T24763	5.4815	5.2661	6.3927	5.9092	5.8665	5.671	5.3634	4.38
S1_L_T24770	3.3171	3.6038	5.1365	4.6813	4.561	5.3386	3.7535	3.3041
S1_L_T24772	7.0837	7.1434	7.381	6.9821	7.1316	6.6278	5.9037	4.0946
S1_L_T24773	5.9126	5.8183	5.9996	5.4434	5.1198	5.1073	4.4407	3.1821
S1_L_T24808	4.1	2.882	4.9735	5.6407	5.5975	6.1684	4.7919	3.8495
S1_L_T24811	4.7401	5.1734	5.3729	5.9982	5.7043	4.9762	4.2833	2.9527
S1_L_T24815	4.4552	4.5923	5.4576	5.0579	4.9564	5.7129	4.5826	2.7952
S1_L_T24823	5.824	5.622	5.4159	4.5303	4.7052	4.3915	3.7535	2.5867
S1_L_T24824	4.1	4.5189	5.187	5.6034	4.9564	4.8318	4.168	2.5867
S1_L_T24847	3.1325	4.2733	5.5759	5.565	4.8976	5.7535	4.168	2.6183
S1_L_T24854	5.7617	5.9637	6.055	6.331	6.1697	6.107	4.9746	2.6183
S1_L_T24856	3.3171	4.5923	5.5759	5.4005	5.6696	5.8689	4.3377	2.6797
S1_L_T2486	4.2885	4.6621	5.6133	5.4005	4.7722	4.9058	4.3901	2.5867
S1_L_T24867	5.4423	4.7288	4.6528	4.8819	4.4831	4.1693	2.9073	2.5867
S1_L_T24886	4.6047	4.7924	5.4981	5.3106	5.3566	5.1073	3.9756	2.7952
S1_L_T24887	2.6725	4.0827	5.8194	5.6407	6.0931	5.628	4.168	2.6797
S1_L_T24906	3.3171	4.3599	5.787	5.5256	5.9266	6.0098	5.0741	3.3041
S1_L_T24944	5.1819	5.1734	5.6498	5.7812	4.9564	5.3386	4.67	2.5867
S1_L_T24945	4.5319	5.1248	5.851	5.4005	5.634	5.4905	4.6269	2.5867
S1_L_T24957	4.674	5.4745	6.9984	7.0941	7.1316	7.5022	6.1209	4.5375
S1_L_T24962	4.1973	5.1734	5.5375	5.6407	5.3123	5.3386	4.1066	3.3801
S1_L_T24963	3.1325	3.7392	4.5792	5.2148	4.8363	5.9411	4.7919	3.2646
S1_L_T24964	6.0751	6.0958	5.8194	5.7127	5.8968	5.391	4.2833	3.3426
S1_L_T24972	5.824	5.9637	5.9996	5.9395	5.9843	4.9058	5.1058	2.8496
S1_L_T24984	7.8984	7.2265	7.1073	6.8607	6.597	6.2839	5.4149	4.3234
S1_L_T2502	4.922	4.7924	5.787	5.4005	5.3566	4.7539	3.6712	2.5867
S1_L_T25039	6.4557	6.0703	6.3927	6.331	5.8038	5.8315	5.6263	3.7951
S1_L_T25047	5.6629	5.7558	5.4981	4.8819	3.4852	3.5849	2.5867	2.5867
S1_L_T2505	3.3171	3.863	5.4576	5.1644	5.1198	5.5836	4.168	3.0016
S1_L_T25050	4.9778	5.1734	5.6853	5.2148	4.4831	4.7539	3.3916	2.5867
S1_L_T25051	2.5867	3.6038	5.187	4.5303	5.5216	5.9411	4.168	3.3041
S1_L_T25060	5.941	5.5128	5.4981	5.2635	3.7739	4.584	3.9756	2.5867
S1_L_T25068	5.0316	5.3102	6.5932	6.441	5.9843	5.1687	4.2268	2.5867
S1_L_T25070	4.922	5.1734	6.4351	6.0821	5.56	6.0429	5.1968	3.3801
S1_L_T25098	5.0316	4.5189	5.187	4.8181	5.0674	4.2847	4.7118	3.1821
S1_L_T25103	5.5197	5.1734	4.2398	3.6897	3.4852	3.1705	2.7558	2.5867
S1_L_T25129	2.5867	4.1811	5.2829	5.2148	5.4415	5.671	4.0426	2.5867
S1_L_T25138	5.9962	5.6567	5.4576	5.3106	5.013	3.9065	3.6712	2.5867
S1_L_T25151	6.1741	5.622	5.9711	5.8782	5.5216	5.4905	4.168	3.2646
S1_L_T25153	6.1255	5.9911	6.2095	5.7127	5.634	4.584	3.9053	2.5867
S1_L_T25156	5.7932	5.6905	5.7539	5.1644	4.8976	4.9058	4.5368	3.224
S1_L_T25171	5.1335	5.1734	5.8194	5.9395	5.8968	5.793	4.6269	3.2646
S1_L_T25186	5.6629	5.0744	4.7898	4.943	4.4008	3.7547	3.1697	2.5867
S1_L_T2521	3.4807	4.0827	5.2358	5.6407	5.5216	5.3386	4.2833	2.9527
S1_L_T25222	5.593	5.622	5.9711	5.7812	5.8968	5.7129	5.1671	3.2646
S1_L_T25228	6.9781	7.2606	6.9842	6.398	5.5216	4.491	3.4909	2.6797
S1_L_T25250	6.15	5.3947	6.1343	5.2148	5.0674	4.3915	4.0426	2.8496
S1_L_T25252	5.5568	5.9073	6.1849	6.331	5.3566	5.8315	4.5368	2.6183
S1_L_T25273	3.8831	3.4543	5.9123	5.3106	6.0931	6.2839	4.9043	3.0947
S1_L_T25280	2.6725	4.0827	5.8194	5.6407	6.0931	5.628	4.168	2.6797
S1_L_T25287	4.9778	5.2205	5.1365	5.6034	5.4415	5.1687	4.2268	3.2646
S1_L_T25288	3.761	3.863	5.3729	5.7127	5.7714	5.7129	4.2833	3.4522
S1_L_T25299	5.1819	5.4352	4.2398	4.4483	4.4831	3.1705	2.9073	2.5867
S1_L_T25314	4.6047	4.7288	5.7539	5.2635	4.8363	4.9058	3.9053	2.5867
S1_L_T25318	2.9208	3.2876	6.1084	6.6012	6.3991	7.2557	4.5368	3.1821
S1_L_T25326	5.6284	6.0444	5.72	5.5256	5.56	5.2842	5.1058	3.7385
S1_L_T25340	6.3954	5.8183	6.7186	6.376	5.9557	5.8315	4.6269	3.0016
S1_L_T25397	4.674	5.3947	5.187	4.943	4.9564	4.8318	3.3916	2.5867
S1_L_T25400	5.6629	5.8486	5.7539	5.5256	4.8976	4.9762	4.3377	2.5867
S1_L_T25403	5.1819	4.7924	5.9123	5.1644	4.9564	4.1693	3.6712	2.5867
S1_L_T2541	4.7401	4.9119	5.3729	5.565	4.7722	5.4416	4.1066	2.5867
S1_L_T25425	6.0751	6.1934	6.1084	6.2607	5.9266	5.628	4.5368	3.224
S1_L_T25432	6.1741	6.2168	5.9123	5.8782	5.0674	4.491	4.2268	2.5867
S1_L_T25434	5.824	5.3102	5.6133	4.943	4.8976	4.7539	3.2849	2.5867
S1_L_T25443	5.4021	5.6905	4.9735	4.4483	4.8363	4.6715	4.4896	2.5867
S1_L_T25467	5.593	5.0223	4.7229	4.943	4.2205	4.0439	3.6712	2.5867
S1_L_T25509	3.6276	4.1811	5.8194	5.565	5.3997	5.671	3.7535	2.8496
S1_L_T25511	4.8638	4.7288	5.6853	5.2635	5.1704	5.2842	4.7118	3.1821
S1_L_T25512	6.8342	6.8611	6.8019	6.4196	6.3117	5.671	5.0417	2.7386
S1_L_T25515	6.0493	5.6905	5.9711	5.6407	5.8038	5.5378	4.7524	3.2646
S1_L_T25517	4.5319	5.3102	5.6133	5.4434	5.5216	5.3386	3.9756	2.6183
S1_L_T25533	5.2287	5.5128	5.4159	5.565	4.8363	4.6715	3.3916	2.5867
S1_L_T25544	5.0316	4.9119	5.3286	5.6407	4.6349	5.4905	4.4896	2.7386
S1_L_T25559	4.7401	4.9119	5.8194	5.0579	4.7722	4.2847	4.7524	3.1391
S1_L_T25606	4.3743	5.1248	6.2575	6.1869	6.0123	5.2842	3.9756	2.9527
S1_L_T25608	5.0835	4.9119	6.0819	6.109	5.7382	5.7535	4.3377	2.6797
S1_L_T2561	5.8541	5.5502	5.5759	5.0579	5.0674	4.491	3.8314	2.5867
S1_L_T25624	2.5867	3.099	4.5792	5.1644	4.8363	5.8315	3.9756	2.9527
S1_L_T25636	6.1741	5.7235	5.4981	5.5256	4.8976	4.9058	4.1066	2.5867
S1_L_T25638	5.824	5.9073	5.187	5.3563	5.013	4.7539	4.1066	2.5867
S1_L_T2565	5.274	5.3947	5.187	4.8819	4.3134	4.584	3.5839	2.5867
S1_L_T25655	5.7295	5.622	5.4576	4.8181	4.1211	3.5849	3.1697	2.5867
S1_L_T25656	2.9208	3.6038	5.5759	5.7812	6.0123	7.1225	4.7118	4.0488
S1_L_T25680	6.3109	6.1454	5.9711	5.1121	5.1704	4.8318	4.1066	3.0489
S1_L_T2569	6.7565	6.2624	6.2095	5.6407	5.1198	4.8318	4.4407	2.6183
S1_L_T25696	3.6276	4.2733	5.4981	5.2635	4.8363	5.3386	4.0426	2.5867
S1_L_T25699	5.5197	5.1734	4.9149	4.8181	3.7739	3.7547	3.0445	2.5867
S1_L_T25706	4.4552	5.0744	6.2095	5.6407	6.0667	5.4416	4.9043	3.3801
S1_L_T25722	5.0835	5.5865	5.6853	5.9395	5.5975	5.671	4.7118	3.0489
S1_L_T25729	5.1819	5.1734	6.1084	5.4434	5.3997	5.2276	4.8303	3.0947
S1_L_T25731	4.6047	5.4352	5.882	6.1614	5.6696	6.3648	5.1058	3.9526
S1_L_T25734	4.2885	4.6621	5.942	5.7473	5.013	4.584	3.3916	2.5867
S1_L_T25735	4.8638	4.9119	5.4981	5.2635	4.9564	3.5849	3.4909	2.5867
S1_L_T25738	3.1325	4.5189	6.1084	6.3079	6.2186	6.5834	4.9043	3.7951
S1_L_T25750	4.8638	5.0223	5.4981	5.6407	5.1704	5.2276	4.1066	3.0016
S1_L_T25768	3.761	4.5923	7.0402	7.1469	7.0928	7.733	5.7717	4.3425
S1_L_T25794	6.9505	6.7044	6.6301	6.4827	6.289	5.9758	5.0741	3.224
S1_L_T25799	4.674	5.5865	5.7539	5.8782	5.5216	5.5378	4.4896	2.8496
S1_L_T25800	5.274	5.2205	5.5375	4.8819	4.4008	4.491	3.9756	2.6797
